text{ key = "maps.out.kokiri_village", value = "Village Kokiri$" }
text{ key = "maps.out.lanayru_forest", value = "Forêt de Lanelle$" }
text{ key = "maps.out.lonlon_ranch", value = "Ranch Lon Lon$" }
text{ key = "maps.out.lost_woods", value = "Bois Perdus$" }
text{ key = "maps.out.miracles_coast", value = "Côte des miracles$" }
text{ key = "maps.out.north_field", value = "Plaine du Nord$" }
text{ key = "maps.out.parapa_bay", value = "Baie de Parapa$" }
text{ key = "maps.out.parapa_town", value = "Village de Parapa$" }
text{ key = "maps.out.parapa_valley", value = "Vallée de Parapa$" }
text{ key = "maps.out.rito_village", value = "Village Piaf$" }
text{ key = "maps.out.ruins", value = "Ruines du Nord$" }
text{ key = "maps.out.sacred_grove", value = "Bosquet sacré$" }
text{ key = "maps.out.snowpeaks", value = "Pics des Neiges$" }
text{ key = "maps.out.south_field", value = "Plaine du Sud$" }
text{ key = "maps.out.swamp", value = "Marais du Sud$" }
text{ key = "maps.out.west_mountains", value = "Montagnes de l'Ouest$" }
text{ key = "maps.out.zora_falls", value = "Cascades Zora$" }
text{ key = "maps.out.zora_river", value = "Rivière Zora$" }
text{ key = "maps.out.zora_village", value = "Domaine Zora$" }
text{ key = "maps.title", value = "Carte$" }
text{ key = "options.caption.press_action_change_mode", value = "Appuyez sur Action$pour changer de mode" }
text{ key = "options.caption.press_action_customize_key", value = "Appuyez sur Action pour$configurer cette touche" }
text{ key = "options.caption.press_key", value = "Appuyez sur une touche$du clavier ou du joypad" }
text{ key = "options.command.action", value = "Action" }
text{ key = "options.command.attack", value = "Epée" }
text{ key = "options.command.down", value = "Bas" }
text{ key = "options.command.item_1", value = "Objet 1" }
text{ key = "options.command.item_2", value = "Objet 2" }
text{ key = "options.command.left", value = "Gauche" }
text{ key = "options.command.map", value = "Carte" }
text{ key = "options.command.pause", value = "Pause" }
text{ key = "options.command.right", value = "Droite" }
text{ key = "options.command.up", value = "Haut" }
text{ key = "options.commands_column", value = "Commandes" }
text{ key = "options.joypad_column", value = "Manette" }
text{ key = "options.keyboard_column", value = "Clavier" }
text{ key = "options.shader_effect.fsa", value = "Four Swords" }
text{ key = "options.shader_effect.snes", value = "Super NES" }
text{ key = "options.shader_effect.tft", value = "TFT" }
text{ key = "options.title", value = "Options" }
text{ key = "options.video_resolution.256_224", value = "256x224" }
text{ key = "options.video_resolution.300_240", value = "300x240" }
text{ key = "options.video_resolution.320_180", value = "320x180" }
text{ key = "options.video_resolution.320_240", value = "320x240" }
text{ key = "pause.caption.item._placeholder.1", value = "Item$" }
text{ key = "pause.caption.item.bomb_counter.1", value = "Bombes$" }
text{ key = "pause.caption.item.book_of_mudora.1", value = "Livre de Mudora$" }
text{ key = "pause.caption.item.boomerang.1", value = "Boomerang$" }
text{ key = "pause.caption.item.bottle_1.1", value = "Flacon$" }
text{ key = "pause.caption.item.bottle_1.2", value = "Flacon rempli$d'eau" }
text{ key = "pause.caption.item.bottle_1.3", value = "Potion rouge$" }
text{ key = "pause.caption.item.bottle_1.4", value = "Potion verte$" }
text{ key = "pause.caption.item.bottle_1.5", value = "Potion bleue$" }
text{ key = "pause.caption.item.bottle_1.6", value = "Fée$" }
text{ key = "pause.caption.item.bottle_2.1", value = "Flacon$" }
text{ key = "pause.caption.item.bottle_2.2", value = "Flacon rempli$d'eau" }
text{ key = "pause.caption.item.bottle_2.3", value = "Potion rouge$" }
text{ key = "pause.caption.item.bottle_2.4", value = "Potion verte$" }
text{ key = "pause.caption.item.bottle_2.5", value = "Potion bleue$" }
text{ key = "pause.caption.item.bottle_2.6", value = "Fée$" }
text{ key = "pause.caption.item.bottle_3.1", value = "Flacon$" }
text{ key = "pause.caption.item.bottle_3.2", value = "Flacon rempli$d'eau" }
text{ key = "pause.caption.item.bottle_3.3", value = "Potion rouge$" }
text{ key = "pause.caption.item.bottle_3.4", value = "Potion verte$" }
text{ key = "pause.caption.item.bottle_3.5", value = "Potion bleue$" }
text{ key = "pause.caption.item.bottle_3.6", value = "Fée$" }
text{ key = "pause.caption.item.bottle_4.1", value = "Flacon$" }
text{ key = "pause.caption.item.bottle_4.2", value = "Flacon rempli$d'eau" }
text{ key = "pause.caption.item.bottle_4.3", value = "Potion rouge$" }
text{ key = "pause.caption.item.bottle_4.4", value = "Potion verte$" }
text{ key = "pause.caption.item.bottle_4.5", value = "Potion bleue$" }
text{ key = "pause.caption.item.bottle_4.6", value = "Fée$" }
text{ key = "pause.caption.item.bow.1", value = "Arc$" }
text{ key = "pause.caption.item.bow.2", value = "Arc et Flèches$" }
text{ key = "pause.caption.item.crystal_1.1", value = "Cristal" }
text{ key = "pause.caption.item.crystal_2.1", value = "Cristal" }
text{ key = "pause.caption.item.crystal_3.1", value = "Cristal" }
text{ key = "pause.caption.item.crystal_4.1", value = "Cristal" }
text{ key = "pause.caption.item.crystal_5.1", value = "Cristal" }
text{ key = "pause.caption.item.crystal_6.1", value = "Cristal" }
text{ key = "pause.caption.item.crystal_7.1", value = "Cristal" }
text{ key = "pause.caption.item.din_flame.1", value = "Flamme de Din$" }
text{ key = "pause.caption.item.divine_ore.1", value = "Roche Divine$" }
text{ key = "pause.caption.item.face_key.1", value = "Clé du masque$" }
text{ key = "pause.caption.item.farore_quake.1", value = "Secousse de Farore$" }
text{ key = "pause.caption.item.feather.1", value = "Plume$" }
text{ key = "pause.caption.item.flippers.1", value = "Palmes$" }
text{ key = "pause.caption.item.food/fish.1", value = "Poisson$" }
text{ key = "pause.caption.item.golden_leaf_counter.1", value = "Feuilles d'or$" }
text{ key = "pause.caption.item.goron_amber.1", value = "Ambre Goron" }
text{ key = "pause.caption.item.hammer.1", value = "Marteau$" }
text{ key = "pause.caption.item.healing_wand.1", value = "Sceptre de soin$" }
text{ key = "pause.caption.item.healing_wand.2", value = "Sceptre de soin$" }
text{ key = "pause.caption.item.healing_wand.3", value = "Sceptre de soin$" }
text{ key = "pause.caption.item.hookshot.1", value = "Grappin$" }
text{ key = "pause.caption.item.lamp.1", value = "Lanterne$" }
text{ key = "pause.caption.item.lens_of_truth.1", value = "Monocle de Vérité$" }
text{ key = "pause.caption.item.magic_mirror.1", value = "Miroir magique$" }
text{ key = "pause.caption.item.magic_powder_counter.1", value = "Poudre magique$" }
text{ key = "pause.caption.item.magnifying_lens.1", value = "Yoshi$" }
text{ key = "pause.caption.item.magnifying_lens.10", value = "Balai$" }
text{ key = "pause.caption.item.magnifying_lens.11", value = "Hameçon$" }
text{ key = "pause.caption.item.magnifying_lens.12", value = "Collier$" }
text{ key = "pause.caption.item.magnifying_lens.13", value = "Ecaille$" }
text{ key = "pause.caption.item.magnifying_lens.14", value = "Loupe$" }
text{ key = "pause.caption.item.magnifying_lens.2", value = "Ruban$" }
text{ key = "pause.caption.item.magnifying_lens.3", value = "Patée$" }
text{ key = "pause.caption.item.magnifying_lens.4", value = "Bananes$" }
text{ key = "pause.caption.item.magnifying_lens.5", value = "Bâton$" }
text{ key = "pause.caption.item.magnifying_lens.6", value = "Miel$" }
text{ key = "pause.caption.item.magnifying_lens.7", value = "Ananas$" }
text{ key = "pause.caption.item.magnifying_lens.8", value = "Hibiscus$" }
text{ key = "pause.caption.item.magnifying_lens.9", value = "Lettre$" }
text{ key = "pause.caption.item.monster_claw.1", value = "Griffe de monstre" }
text{ key = "pause.caption.item.monster_gut.1", value = "Foie de monstre" }
text{ key = "pause.caption.item.monster_horn.1", value = "Corne de monstre" }
text{ key = "pause.caption.item.monster_tail.1", value = "Queue de monstre" }
text{ key = "pause.caption.item.mushroom.1", value = "Champignon$" }
text{ key = "pause.caption.item.nayru_ether.1", value = "Ether de Nayru$" }
text{ key = "pause.caption.item.ocarina.1", value = "Ocarina$" }
text{ key = "pause.caption.item.pegasus_boots.1", value = "Bottes de Pégase$" }
text{ key = "pause.caption.item.pendant_1.1", value = "Pendentif du Courage" }
text{ key = "pause.caption.item.pendant_2.1", value = "Pendentif du Pouvoir" }
text{ key = "pause.caption.item.pendant_3.1", value = "Pendentif de la Sagesse" }
text{ key = "pause.caption.item.photo_counter.1", value = "Photos$" }
text{ key = "pause.caption.item.piece_of_heart.0", value = "0 fragment de coeur$" }
text{ key = "pause.caption.item.piece_of_heart.1", value = "1 fragment de coeur$" }
text{ key = "pause.caption.item.piece_of_heart.2", value = "2 fragments de coeur$" }
text{ key = "pause.caption.item.piece_of_heart.3", value = "3 fragments de coeur$" }
text{ key = "pause.caption.item.power_gloves.1", value = "Gant de Puissance" }
text{ key = "pause.caption.item.power_gloves.2", value = "Moufle du Titan" }
text{ key = "pause.caption.item.rod_fire.1", value = "Baguette de feu$" }
text{ key = "pause.caption.item.rod_ice.1", value = "Baguette de glace$" }
text{ key = "pause.caption.item.rod_wind.1", value = "Bâton de Vent$" }
text{ key = "pause.caption.item.seas_map.1", value = "Carte des Mers$" }
text{ key = "pause.caption.item.seashell_counter.1", value = "Coquillages$" }
text{ key = "pause.caption.item.shield_hero.1", value = "Bouclier du héros$" }
text{ key = "pause.caption.item.shield_hylia.1", value = "Bouclier d'Hylia$" }
text{ key = "pause.caption.item.shield_mirror.1", value = "Bouclier miroir$" }
text{ key = "pause.caption.item.shovel.1", value = "Pelle$" }
text{ key = "pause.caption.item.slim_key.1", value = "Clé cyclope$" }
text{ key = "pause.caption.item.somaria_cane.1", value = "Canne de Somaria$" }
text{ key = "pause.caption.item.song_10_zelda.1", value = "Berceuse de Zelda$" }
text{ key = "pause.caption.item.song_11_time.1", value = "Chant du Temps$" }
text{ key = "pause.caption.item.song_12_secret.1", value = "Chant du Secret$" }
text{ key = "pause.caption.item.song_13_light.1", value = "Prélude de la Lumière$" }
text{ key = "pause.caption.item.song_14_storms.1", value = "Chant des Tempêtes$" }
text{ key = "pause.caption.item.song_15_sun.1", value = "Chant du Soleil$" }
text{ key = "pause.caption.item.song_1_forest.1", value = "Menuet de la Forêt$" }
text{ key = "pause.caption.item.song_2_fire.1", value = "Boléro du Feu$" }
text{ key = "pause.caption.item.song_3_water.1", value = "Sérénade de l'Eau$" }
text{ key = "pause.caption.item.song_4_spirit.1", value = "Requiem de l'Esprit$" }
text{ key = "pause.caption.item.song_5_lorule.1", value = "Chant de Lorule$" }
text{ key = "pause.caption.item.song_6_epona.1", value = "Chant d'Epona$" }
text{ key = "pause.caption.item.song_8_shadow.1", value = "Nocturne de l'Ombre$" }
text{ key = "pause.caption.item.sword.1", value = "Epée" }
text{ key = "pause.caption.item.sword.2", value = "Epée de Légende" }
text{ key = "pause.caption.item.sword_skill_beam.1", value = "Rayon de Vie$" }
text{ key = "pause.caption.item.tail_key.1", value = "Clé flagello$" }
text{ key = "pause.caption.item.trading_1.1", value = "Paille$" }
text{ key = "pause.caption.item.trading_1.2", value = "Graines$" }
text{ key = "pause.caption.item.trading_1.3", value = "Livre rouge$" }
text{ key = "pause.caption.item.trading_1.4", value = "Livre turquoise$" }
text{ key = "pause.caption.item.trading_1.5", value = "Atlas d'Hyrule$" }
text{ key = "pause.caption.item.trading_1.6", value = "Lettre$" }
text{ key = "pause.caption.item.trading_2.1", value = "Fragment d'épine$" }
text{ key = "pause.caption.item.trading_2.2", value = "Bâton de cannelle$" }
text{ key = "pause.caption.item.trading_2.3", value = "Rocher$" }
text{ key = "pause.caption.item.trading_2.4", value = "Bulle Zora$" }
text{ key = "pause.caption.item.trading_2.5", value = "Perle rare$" }
text{ key = "pause.caption.item.triforce.1", value = "Triforce$" }
text{ key = "pause.caption.item.tunic_blue.1", value = "Tunique bleue$" }
text{ key = "pause.caption.item.tunic_green.1", value = "Tunique verte$" }
text{ key = "pause.caption.item.tunic_red.1", value = "Tunique rouge$" }
text{ key = "pause.caption.item.tunic_time.1", value = "Tunique du Temps$" }
text{ key = "pause.caption.item.wine.1", value = "Vin rouge$" }
text{ key = "pause.caption.item.world_map.1", value = "Carte d'Hyrule" }
text{ key = "pause.caption.pieces_of_heart", value = "Fragments de Coeur" }
text{ key = "pause.commands.assign", value = "Assigner" }
text{ key = "pause.commands.back", value = "Retour" }
text{ key = "pause.commands.eat", value = "Manger" }
text{ key = "pause.commands.infos", value = "Infos" }
text{ key = "pause.commands.save", value = "Sauvegarder" }
text{ key = "pause.quest_log.new_quest", value = "Nouvelle quête !" }
text{ key = "pause.quest_log.quay", value = "pêcheur" }
text{ key = "pause.quest_log.quest_completed", value = "Quête terminée" }
text{ key = "pause.title_equipment", value = "Equipement" }
text{ key = "pause.title_food", value = "Nourriture" }
text{ key = "pause.title_magic", value = "Magie" }
text{ key = "pause.title_ocarina", value = "Ocarina" }
text{ key = "pause.title_quest", value = "Statut Quête" }
text{ key = "save_dialog.continue_question_0", value = "Voulez-vous continuer" }
text{ key = "save_dialog.continue_question_1", value = "la partie ?" }
text{ key = "save_dialog.no", value = "Non" }
text{ key = "save_dialog.save_question_0", value = "Voulez-vous sauvegarder" }
text{ key = "save_dialog.save_question_1", value = "votre progression ?" }
text{ key = "save_dialog.yes", value = "Oui" }
text{ key = "selection_menu.back", value = "Retour" }
text{ key = "selection_menu.big_no", value = "NON" }
text{ key = "selection_menu.big_yes", value = "OUI" }
text{ key = "selection_menu.cancel", value = "Annuler" }
text{ key = "selection_menu.empty", value = "Vide" }
text{ key = "selection_menu.erase", value = "Effacer" }
text{ key = "selection_menu.options", value = "Options" }
text{ key = "selection_menu.options.language", value = "Langue" }
text{ key = "selection_menu.options.music_volume", value = "Volume de la musique" }
text{ key = "selection_menu.options.sound_volume", value = "Volume des sons" }
text{ key = "selection_menu.options.video_mode", value = "Effet vidéo" }
text{ key = "selection_menu.phase.choose_mode", value = "Choisissez un mode de jeu" }
text{ key = "selection_menu.phase.choose_name", value = "Quel est votre nom ?" }
text{ key = "selection_menu.phase.confirm_erase", value = "Etes-vous sûr ?" }
text{ key = "selection_menu.phase.erase_file", value = "Quel fichier voulez-vous effacer ?" }
text{ key = "selection_menu.phase.options", value = "Appuyez sur Espace pour modifier" }
text{ key = "selection_menu.phase.options.changing", value = "<  > : choisir, Espace : valider" }
text{ key = "selection_menu.phase.select_file", value = "Veuillez choisir un fichier" }
text{ key = "stats_menu.death_count", value = "Game-over :" }
text{ key = "stats_menu.game_time", value = "Temps de jeu" }
text{ key = "stats_menu.hearts", value = "Coeurs :" }
text{ key = "stats_menu.percent", value = "Tu as fini le jeu à : $v%" }
text{ key = "stats_menu.pieces_of_heart", value = "Fragments de coeurs :" }
text{ key = "stats_menu.quest_version", value = "1.17" }
text{ key = "stats_menu.solarus_version", value = "1.6.5" }
text{ key = "stats_menu.title", value = "Statistiques" }
text{ key = "stats_menu.treasures", value = "Trésors :" }
text{ key = "title_screen.copyright", value = "© 2017-2026 Team ZeldaHSA" }
text{ key = "title_screen.presented_by", value = "Ce jeu vous est présenté par la team" }
